Word,NPhon,NMorph,NSyll
maladroit,8,1,3
malady,6,1,3
malaise,5,1,2
malapropism,11,2,5
malapropos,9,NA,4
malaria,7,2,3
Malaysia,6,2,3
Malcolm,6,1,2
malcontent,10,2,3
male,3,1,1
maleness,6,2,2
males,4,2,1
malevolence,10,3,4
malevolencies,NA,NA,NA
malediction,9,3,4
malevolent,10,3,4
malfeasant,8,1,3
malformation,10,3,4
malformations,11,5,4
malformed,8,3,2
malfunction,9,3,3
malfunctioning,11,4,4
Mali,4,1,2
malice,5,1,2
malicious,7,2,3
maliciously,9,3,4
malign,5,1,2
malignancies,11,3,4
malignancy,10,2,4
malignant,9,2,3
maligned,6,2,2
malinger,7,1,3
mall,3,1,1
mallard,5,1,2
malleable,7,1,3
mallet,5,1,2
malnourished,9,3,3
malnutrition,10,3,4
malodorous,8,3,4
malpractice,10,3,3
malt,4,1,1
Malta,5,1,2
malted,6,2,2
Maltese,6,2,2
Malthus,6,2,2
maltreat,7,2,2
maltreatment,11,3,3
mama,4,1,2
mama's,5,NA,2
mamba,5,NA,2
mambo,5,1,2
mamma,4,1,2
mammal,4,1,2
mammalian,8,2,3
mammals,5,2,2
mammary,6,1,3
mammas,5,2,2
mammoth,5,1,2
man,3,1,1
manacle,6,1,3
manage,5,1,2
manageable,8,2,4
managed,6,2,2
management,9,2,3
managements,10,3,3
management's,10,3,3
manager,6,2,3
managerial,10,3,4
managers,7,3,3
manager's,7,3,3
manages,7,2,3
managing,7,2,3
manatee,6,1,3
Manchester,8,2,3
Manchester's,9,3,3
mandarin,8,1,3
mandate,6,2,2
mandated,8,3,3
mandatory,9,3,4
mandible,7,1,3
mandolin,8,1,3
mane,3,1,1
manes,4,2,1
maneuver,6,1,3
maneuverability,13,3,7
maneuvered,7,2,3
maneuvering,8,2,4
maneuvers,7,2,3
manganese,8,1,3
manger,5,1,2
mangle,5,1,2
mangled,6,2,2
mango,5,1,2
mangy,5,2,2
manhandle,8,2,3
Manhattan,7,1,3
Manhattan's,9,NA,3
manhole,6,2,2
manhood,6,2,2
manhours,6,3,2
mania,5,1,2
maniac,6,1,3
maniacal,8,2,3
maniacs,7,2,3
manic,5,1,2
manicure,8,2,3
manicurist,11,3,4
manifest,8,1,3
manifestation,11,2,5
manifestations,12,3,5
manifested,10,2,4
manifesting,10,2,4
manifestly,10,2,4
manifesto,9,2,4
manifold,8,1,3
manikin,7,1,3
manila,6,1,3
manipulate,10,2,4
manipulating,12,3,5
manipulation,11,3,5
manipulated,12,3,5
manipulations,12,4,5
manipulative,12,3,5
lira,4,1,2
Lisa,4,1,2
Lisbon,6,1,2
lisle,3,1,1
lisp,4,1,1
lisping,6,2,2
list,4,1,1
listed,6,2,2
listen,4,1,2
listened,5,2,2
listener,5,2,3
listeners,6,3,3
listener's,6,3,3
listening,6,2,3
listens,5,2,2
listing,6,2,2
listings,7,3,2
listless,7,2,2
listlessly,9,3,3
lists,5,2,1
lit,3,1,1
litany,6,1,3
liter,4,1,2
literacy,8,2,4
literal,7,2,3
literalism,10,3,5
literally,8,3,4
literalness,10,3,4
literary,8,2,4
literate,7,2,3
literature,8,2,4
literatures,9,3,4
liters,5,2,2
lithe,3,1,1
lithium,6,1,2
lithograph,8,2,3
lithographs,9,3,3
litigant,8,2,3
litigants,9,3,3
lithography,9,3,4
litigate,7,2,3
litigation,8,3,4
litigious,7,2,3
litmus,6,1,2
litter,4,1,2
litterbag,7,2,3
litterbin,7,2,3
litterbug,7,2,3
littered,5,2,2
littering,6,2,3
litters,5,2,2
little,4,1,2
littlest,7,2,3
liturgical,8,3,4
liturgy,6,2,3
livability,10,3,5
livable,6,2,3
live,3,1,1
lived,4,2,1
livelier,6,3,2
livelihood,8,3,3
liveliness,8,3,3
livelong,6,2,2
lively,5,2,2
liver,4,1,2
liveried,7,2,3
Liverpool,7,2,3
livers,5,2,2
liverwurst,8,NA,3
livery,6,1,3
liveryman,9,2,4
lives,4,2,1
livestock,7,2,2
livid,5,1,2
living,5,2,2
Livingston,9,2,3
Liz,3,1,1
lizard,5,1,2
lizards,6,2,2
lizard's,6,2,2
llama,4,1,2
Lloyd,3,1,1
Lloyd's,4,2,1
lo,2,1,1
load,3,1,1
loaded,5,2,2
loader,4,2,2
loaders,5,3,2
loading,5,2,2
loadings,6,3,2
loads,4,2,1
loaf,3,1,1
loafed,4,2,1
loafer,4,2,2
loam,3,1,1
loan,3,1,1
loaned,4,2,1
loans,4,2,1
loath,3,1,1
loathe,3,1,1
loathed,4,2,1
loathing,5,2,2
loathsome,5,2,2
loaves,4,2,1
lob,3,1,1
lobar,4,NA,2
lobbied,5,2,2
lobbies,5,2,2
lobby,4,1,2
lobbyist,7,2,3
lobe,3,1,1
lobes,4,2,1
lobotomy,8,3,4
lobster,6,1,2
lobsterpot,9,NA,3
lobular,7,3,3
lobularity,11,4,5
lobule,6,2,2
lobules,7,3,2
local,5,1,2
locale,5,1,2
locales,6,2,2
localisms,9,3,4
localities,9,3,4
locality,8,2,4
localization,10,3,5
localize,7,2,3
localized,8,3,3
locally,6,2,3
locate,5,1,2
located,7,2,3
locating,7,2,3
location,6,2,3
locations,7,3,3
loci,4,2,2
lock,3,1,1
locked,4,2,1
locker,4,2,2
locket,5,1,2
locking,5,2,2
lockjaw,5,2,2
lockout,5,2,2
locks,4,2,1
locksmith,7,2,2
lockstitch,7,2,2
lockup,5,2,2
loco,4,1,2
locomotion,8,3,4
locomotive,9,3,4
locomotives,10,4,4
locus,5,2,2
locust,6,1,2
locution,7,2,3
lode,3,1,1
lodge,3,1,1
lodged,4,2,1
lodges,5,2,2
lodging,5,2,2
lodgings,6,3,2
lodgment,7,2,2
loft,4,1,1
lofty,5,2,2
log,3,1,1
logarithm,9,1,4
logarithms,10,2,4
logbook,6,2,2
logged,4,2,1
logger,4,2,2
logging,5,2,2
logic,5,1,2
logical,6,2,3
logically,7,3,3
logician,6,2,3
logistic,8,1,3
logistical,9,2,4
logistics,9,2,3
logjam,6,1,2
logs,4,2,1
loin,3,1,1
loincloth,7,2,2
loins,4,2,1
Lois,4,1,2
loiter,4,1,2
loll,3,1,1
lolling,5,2,2
lollipop,7,1,3
lolly,4,1,2
London,6,2,2
Londoner,7,3,3
London's,7,3,2
lone,3,1,1
lonelier,6,3,2
loneliest,8,3,3
loneliness,8,3,3
lonely,5,2,2
loner,4,2,2
loners,5,3,2
lonesome,5,2,2
long,3,1,1
longboat,6,2,2
longbow,5,2,2
longed,4,2,1
longer,5,2,2
longest,7,2,2
longevity,9,2,4
Longfellow,7,2,3
Longfellow's,8,3,3
longhaired,7,3,2
longhand,7,2,2
longhorn,7,2,2
longhorns,8,3,2
longing,5,2,2
longings,6,3,2
longitude,8,2,3
longitudes,9,3,3
longitudinal,11,3,5
longrun,6,2,2
longs,4,2,1
longship,6,2,2
longshore,6,NA,2
longshoreman,9,NA,3
longshoremen,9,3,3
longshoremen's,10,NA,3
longshot,6,2,2
longsighted,8,NA,3
longstanding,10,3,3
longways,6,2,2
longwinded,9,3,3
loofah,4,1,2
look,3,1,1
looked,4,2,1
looker,4,2,2
looking,5,2,2
lookout,5,2,2
looks,4,2,1
lookup,5,2,2
loom,3,1,1
loomed,4,2,1
looming,5,2,2
looms,4,2,1
loon,3,1,1
loony,4,2,2
loonybin,7,3,3
loop,3,1,1
looped,4,2,1
loophole,6,2,2
loopholes,7,3,2
loops,4,2,1
loopy,4,2,2
loose,3,1,1
loosely,5,2,2
loosen,4,2,2
loosened,5,3,2
looseness,6,2,2
loosening,6,3,3
loosens,5,3,2
looser,4,2,2
loosest,6,2,2
loot,3,1,1
looted,5,2,2
looter,4,2,2
looting,5,2,2
lop,3,1,1
lope,3,1,1
loped,4,2,1
lopped,4,2,1
lopsidedly,10,4,4
loquacious,8,2,3
loquacity,9,2,4
lord,4,1,1
lordless,7,NA,2
lordly,6,2,2
lords,5,2,1
lord's,5,2,1
lordship,7,2,2
lore,3,1,1
lose,3,1,1
loser,4,2,2
losers,5,3,2
loses,5,2,2
losing,5,2,2
loss,3,1,1
losses,5,2,2
lost,4,1,1
lot,3,1,1
lotion,4,1,2
lotions,5,2,2
lots,4,2,1
lottery,6,1,3
lotto,4,1,2
lotus,5,1,2
Lou,2,1,1
loud,3,1,1
louder,4,2,2
loudest,6,2,2
loudly,5,2,2
loudmouth,6,2,2
loudspeaker,8,3,3
loudspeakers,9,4,3
Louis,3,1,2
Louisa,5,1,3
Louise,4,1,2
Louisiana,8,1,5
Louis's,4,2,2
Louisville,6,2,3
lounge,4,1,1
lounged,5,2,1
lounger,5,2,2
lounges,6,2,2
lounging,6,2,2
louse,3,1,1
loused,4,2,1
lousiness,7,3,3
lousy,4,2,2
lovable,6,2,3
love,3,1,1
lovebird,6,2,2
lovechild,7,NA,2
loved,4,2,1
loveless,6,2,2
lovelies,6,3,2
loveliest,8,3,3
loveliness,8,3,3
lovelorn,7,2,2
lovely,5,2,2
lovemaking,8,3,3
lover,4,2,2
lovers,5,3,2
lover's,5,3,2
loves,4,2,1
love's,4,2,1
lovesick,6,2,2
loving,5,2,2
lovingly,7,3,3
low,2,1,1
lowborn,6,NA,2
lowbred,6,NA,2
lowbrow,5,2,2
lowdown,5,2,2
lower,3,2,1
lowered,4,3,1
lowering,5,3,2
lowermost,7,3,2
lowers,4,3,1
lowest,5,2,2
lowland,6,2,2
lowlands,7,3,2
lowliest,7,3,3
lowly,4,2,2
lows,3,2,1
loyal,4,1,1
loyalist,7,2,2
loyalists,8,3,2
loyalties,7,3,2
loyalty,6,2,2
lozenge,5,1,2
lubber,4,1,2
lubricant,9,2,3
lubricate,8,2,3
lubricated,10,3,4
lubrication,9,3,4
Lucas,5,1,2
Lucas's,7,2,3
lucent,6,NA,2
lucid,5,2,2
lucidity,8,3,4
Lucifer,6,1,3
Lucifer's,7,2,3
Lucille,5,1,2
Lucille's,6,2,2
luck,3,1,1
lucked,4,2,1
luckier,5,3,2
luckily,6,3,3
luckless,6,2,2
lucks,4,NA,1
lucky,4,2,2
lucrative,8,2,3
Lucy,4,1,2
Lucy's,5,2,2
ludicrous,8,1,3
ludicrousness,11,2,4
lug,3,1,1
luge,3,1,1
luger,4,1,2
luggage,5,1,2
lugged,4,2,1
Luke,3,1,1
Luke's,4,2,1
lukewarm,7,2,2
leery,4,1,2
Lee's,3,2,1
leeway,4,2,2
left,4,1,1
leftfield,8,NA,2
lefthander,9,3,3
lefthanders,10,4,3
leftist,7,2,2
leftovers,8,3,3
leftward,7,2,2
leg,3,1,1
legacies,7,3,3
legacy,6,2,3
legal,5,1,2
legalism,8,2,4
legality,8,2,4
legalization,10,3,5
legalize,7,2,3
legalized,8,3,3
legally,6,2,3
legend,6,1,2
legendary,9,2,4
legends,7,2,2
leger,4,1,2
legers,5,2,2
legged,4,2,1
leggings,6,3,2
leggy,4,2,2
legibility,10,2,5
legible,6,1,3
legion,5,1,2
legionary,8,2,4
legions,6,2,2
legislate,8,1,3
legislated,10,2,4
legislators,10,3,4
legislatures,10,3,4
legislature's,10,3,4
legislation,9,2,4
legislative,10,2,4
legislator,9,2,4
legislature,9,1,4
legit,5,1,2
legitimacy,10,2,5
legitimate,9,2,4
legitimately,11,3,5
legitimize,9,2,4
legitimized,10,3,4
legless,6,2,2
legroom,6,NA,2
legs,4,2,1
legume,6,1,2
lei,3,NA,2
leisure,4,1,2
leisurely,6,2,3
leitmotif,8,1,3
leitmotiv,8,1,3
lemma,4,1,2
lemming,5,1,2
lemon,5,1,2
lemonade,7,2,3
lemons,6,2,2
lemur,4,1,2
lend,4,1,1
lender,5,2,2
lending,6,2,2
lends,5,2,1
length,4,1,1
lengthen,6,2,2
lengthened,7,3,2
lengthening,8,3,3
lengthily,7,3,3
lengths,5,2,1
lengthways,7,2,2
lengthwise,7,2,2
lengthy,5,2,2
lenience,7,2,2
lenient,7,2,2
Lenin,5,1,2
Leningrad,9,2,3
Leningrad's,10,3,3
lens,4,1,1
lenses,6,2,2
lent,4,1,1
lentil,5,1,2
lentils,6,2,2
Leo,3,1,2
Leon,4,1,2
Leonard,5,1,2
leopard,5,1,2
leopards,6,2,2
leopard's,6,2,2
leotard,7,1,2
leper,4,1,2
leprechaun,8,1,3
leprosy,7,1,3
lesbian,7,1,2
lesbians,8,2,2
lesion,4,1,2
Leslie,5,2,2
less,3,1,1
lessen,4,2,2
lessened,5,3,2
lessening,6,3,3
lessens,5,3,2
lesser,4,2,2
lesson,4,1,2
lessons,5,2,2
lest,4,1,1
Lester,5,1,2
Lester's,6,2,2
let,3,1,1
letdown,6,2,2
lethal,5,1,2
lethality,8,2,4
lethargic,8,2,3
lethargies,7,3,3
lethargy,6,2,3
lets,4,2,1
let's,4,2,1
letter,4,1,2
letterbox,8,2,3
lettered,5,2,2
letterhead,7,2,3
lettering,6,2,3
letterman,7,2,3
lettermen,7,2,3
letterpress,8,2,3
letters,5,2,2
letting,5,2,2
lettuce,5,1,2
letup,5,2,2
leukemia,7,1,3
levee,4,1,2
level,4,1,2
leveled,5,2,2
leveling,6,2,3
levelled,5,2,2
levels,5,2,2
lever,4,1,2
leverage,6,2,3
levers,5,2,2
leviathan,7,1,3
levied,5,2,2
levies,5,2,2
Levis,5,2,2
levitate,7,2,3
levitation,8,3,4
levity,6,2,3
levy,4,1,2
lewd,3,1,1
lewdly,5,2,2
Lewis,4,1,2
lexical,7,3,3
lexicon,8,3,3
Lexington,9,2,3
liabilities,10,3,4
liability,9,2,4
liable,5,1,2
liaison,6,1,3
liaisons,7,2,3
liar,3,2,1
liars,4,3,1
liar's,4,3,1
libation,6,3,3
libel,4,1,2
libelous,6,2,3
liberal,7,2,3
liberalism,10,3,5
liberality,10,3,5
liberalize,9,3,4
liberalizing,11,4,5
liberally,8,3,4
liberals,8,3,3
liberal's,7,NA,3
liberate,7,2,3
liberated,9,3,4
liberating,9,3,4
liberation,8,3,4
liberator,8,3,4
Liberia,7,1,3
libertarian,10,2,4
libertarians,11,3,4
liberties,7,3,3
libertine,7,2,3
libertines,8,3,3
liberty,6,2,3
liberty's,7,NA,3
libidinous,8,2,4
libido,6,2,3
Libra,5,1,2
librarian,9,2,3
librarians,10,3,3
librarian's,10,3,3
libraries,8,2,3
library,7,1,3
libretto,7,3,3
Libya,5,1,2
Libyan,6,2,2
lice,3,1,1
license,5,1,2
licensed,6,2,2
licensee,6,2,3
licenses,7,2,3
licensing,7,2,3
licentious,8,2,3
lichen,5,1,2
Lichtenstein,10,2,3
lick,3,1,1
licked,4,2,1
licking,5,2,2
lid,3,1,1
lidless,6,2,2
lids,4,2,1
lie,2,1,1
Liechtenstein,10,2,3
lied,3,2,1
liege,3,1,1
lien,4,1,1
liens,5,2,1
lies,3,2,1
lieu,2,1,1
lieutenant,8,1,3
lieutenants,9,2,3
lieutenant's,9,2,3
life,3,1,1
lifebelt,7,2,2
lifeblood,7,2,2
lifeboat,6,2,2
lifeboats,7,3,2
lifebuoy,5,2,2
lifeguard,7,2,2
lifeguards,8,3,2
lifeless,6,2,2
lifelike,6,2,2
lifeline,6,2,2
lifelong,6,2,2
lifer,4,2,2
life's,4,2,1
lifetime,6,2,2
lift,4,1,1
lifted,6,2,2
lifters,6,NA,2
lifting,6,2,2
lifts,5,2,1
ligament,8,2,3
ligature,6,2,3
light,3,1,1
lightbulb,7,2,2
lighted,5,2,2
lighten,4,2,2
lightened,5,3,2
lightens,5,3,2
lighter,4,2,2
lighters,5,3,2
lightest,6,2,2
lightfoot,6,NA,2
lighthearted,9,3,3
lighthouse,6,2,2
lighthouses,8,3,3
lighting,5,2,2
lightly,5,2,2
lightness,6,2,2
lightning,6,1,2
lights,4,2,1
lightship,6,2,2
lightweight,6,3,2
likable,6,2,3
like,3,1,1
liked,4,2,1
likelihood,8,3,3
likely,5,2,2
likened,6,3,2
likeness,6,2,2
likes,4,2,1
likewise,6,2,2
liking,5,2,2
lilac,5,1,2
lilacs,6,2,2
lilies,5,2,2
Liliputian,10,NA,5
Lilliput,7,1,3
Lilliputian,9,2,4
Lilly,4,1,2
Lilly's,5,NA,2
lilt,4,1,1
lilting,6,2,2
lily,4,1,2
Lima,4,1,2
limb,3,1,1
limber,5,1,2
limbic,6,1,2
limbo,5,1,2
limbs,4,2,1
lime,3,1,1
limeade,5,NA,2
limejuice,6,NA,2
limekiln,7,2,2
limelight,6,2,2
limerick,7,1,3
limestone,7,2,2
limit,5,1,2
limitation,8,2,4
limitations,9,3,4
limited,7,2,3
limiting,7,2,3
limitless,8,2,3
limits,6,2,2
limousine,7,1,3
limousines,8,2,3
limp,4,1,1
limped,5,2,1
limpid,6,1,2
limping,6,2,2
limply,6,2,2
limps,5,2,1
Lincoln,6,1,2
Lincoln's,7,2,2
Linda,5,1,2
Linda's,6,2,2
Lindsay,6,1,2
Lindsey's,7,NA,2
lindy,5,1,2
line,3,1,1
lineage,6,2,3
lineages,8,NA,4
lineal,6,2,2
lineament,9,NA,4
linear,5,2,2
linearly,7,3,3
lineback,6,NA,2
linebackers,8,4,3
lined,4,2,1
lineman,6,2,2
linemen,6,2,2
linen,5,1,2
liner,4,2,2
liners,5,3,2
lines,4,2,1
linesman,7,3,2
lineup,5,2,2
linger,5,1,2
lingered,6,2,2
lingerie,7,1,3
lingering,7,2,3
lingers,6,2,2
lingo,5,1,2
lingual,7,2,2
linguist,8,2,2
linguistic,10,3,3
linguistically,12,4,4
linguistics,11,3,3
linguists,9,3,2
liniment,8,1,3
liniments,9,2,3
lining,5,2,2
link,4,1,1
linkage,6,2,2
linked,5,2,1
linking,6,2,2
links,5,2,1
linoleum,8,1,3
linseed,6,1,2
lint,4,1,1
Linus,5,1,2
lion,4,1,1
Lionel,5,1,2
lioness,6,2,2
lionesses,8,3,3
lionized,7,NA,3
lions,5,2,1
lion's,5,2,1
lip,3,1,1
lipid,5,NA,2
lips,4,2,1
lipstick,7,2,2
liquefaction,10,3,4
liquefy,7,2,3
liqueur,4,1,2
liquid,6,2,2
liquidate,8,3,3
liquidated,10,4,4
liquidating,10,4,4
liquidation,9,4,4
liquidations,10,5,4
liquidity,9,3,4
liquidize,8,3,3
liquids,7,3,2
liquor,4,1,2
kosher,4,1,2
Krakatoa,8,1,3
kraut,4,1,1
krautheads,8,3,2
krauts,5,2,1
Kremlin,7,1,2
Krishna,6,1,2
kudos,5,1,2
kumquat,7,1,2
Kurt,3,1,1
Kuwait,6,1,2
lab,3,1,1
label,4,1,2
labeled,5,2,2
labeling,6,2,3
labelled,5,2,2
labels,5,2,2
labial,6,2,2
labile,4,1,2
labor,4,1,2
laboratories,10,3,4
laboratory,9,2,4
labored,5,2,2
laborer,5,2,3
laborers,6,3,3
laborious,8,2,3
labors,5,2,2
labor's,5,NA,2
Labrador,8,1,3
labyrinth,8,1,3
lace,3,1,1
laced,4,2,1
lacerate,7,1,3
lacerated,9,2,4
lacerations,9,3,4
laceration,8,2,4
laces,5,2,2
lack,3,1,1
lackadaisical,10,2,5
lacked,4,2,1
lackey,4,1,2
lackeys,5,2,2
lacking,5,2,2
lacks,4,2,1
lacquer,4,1,2
lacquered,5,2,2
lacrosse,6,1,2
lactate,6,1,2
lactating,8,2,3
lactation,7,2,3
lactic,6,1,2
lactose,6,1,2
lacy,4,2,2
lad,3,1,1
ladder,4,1,2
laddie,4,2,2
laden,4,1,2
ladies,5,2,2
ladle,4,1,2
lads,4,2,1
lad's,4,2,1
lady,4,1,2
ladybird,7,2,3
ladybug,7,2,3
ladylike,7,2,3
lady's,5,2,2
ladyship,7,2,3
lag,3,1,1
lager,4,1,2
lagers,5,2,2
laggard,5,2,2
lagged,4,2,1
lagoon,5,1,2
lagoons,6,2,2
lags,4,2,1
laguna,6,NA,3
laid,3,2,1
lain,3,2,1
lair,3,1,1
laird,4,1,1
lairs,4,2,1
laity,5,1,2
lake,3,1,1
lakes,4,2,1
Lama,4,1,2
lamb,3,1,1
lambast,7,1,2
lambs,4,2,1
lambskin,7,2,2
lame,3,1,1
lament,6,1,2
lamentation,9,2,4
lamentations,10,3,4
laments,7,2,2
laminate,7,2,3
laminated,9,3,4
laminating,9,3,4
lamp,4,1,1
lamplight,7,2,2
lamplighter,8,3,3
lampoon,6,1,2
lamppost,8,2,2
lamprey,6,1,2
lamps,5,2,1
lampshade,7,2,2
Lancaster,8,1,3
lance,4,1,1
lanced,5,2,1
lancer,5,2,2
lances,6,2,2
land,4,1,1
landed,6,2,2
lander,5,1,2
landfall,7,2,2
landholder,9,3,3
landing,6,2,2
landings,7,3,2
landlady,8,2,3
landless,7,2,2
landlocked,8,3,2
landlord,8,2,2
landlords,9,3,2
landlubber,8,2,3
landmark,8,2,2
landmarks,9,3,2
landmine,7,2,2
landowner,7,3,3
landowners,8,4,3
landrover,8,3,3
lands,5,2,1
land's,5,2,1
landscape,8,2,2
landscaped,9,3,2
landscapes,9,3,2
landscaping,10,3,3
landslide,8,2,2
landslides,9,3,2
lane,3,1,1
lanes,4,2,1
langsyne,6,NA,2
language,7,1,2
languages,9,2,3
languid,7,1,2
languish,7,1,2
languished,8,2,2
languishing,9,2,3
languor,5,1,2
lank,4,1,1
lanky,5,2,2
lanolin,7,1,3
lantern,6,1,2
lanterns,7,2,2
lanyard,6,1,2
Laos,4,1,2
Laotian,5,2,3
Laotians,6,3,3
lap,3,1,1
lapdog,6,NA,2
lapel,5,1,2
lapels,6,2,2
lapidary,8,1,4
lapped,4,2,1
lapping,5,2,2
laps,4,2,1
lapse,4,1,1
lapsed,5,2,1
lapses,6,2,2
lapsing,6,2,2
larceny,7,2,3
lard,4,1,1
larder,5,1,2
Laredo,6,1,3
large,4,1,1
largely,6,2,2
larger,5,2,2
largesse,6,1,2
largest,7,2,2
lark,4,1,1
larks,5,2,1
larkspur,7,2,2
Larry,4,1,2
larva,5,2,2
larvae,5,2,2
larval,5,2,2
larynx,7,1,2
lasagna,7,NA,3
lascivious,8,1,3
laryngitis,10,2,4
laser,4,1,2
lash,3,1,1
lashed,4,2,1
lashes,5,2,2
lashing,5,2,2
lashings,6,3,2
lass,3,1,1
lasses,5,2,2
lassie,4,2,2
lasso,4,1,2
last,4,1,1
lasted,6,2,2
lasting,6,2,2
lastly,6,2,2
lasts,5,2,1
latch,3,1,1
latched,4,2,1
latches,5,2,2
latchkey,5,2,2
late,3,1,1
latecomer,7,3,3
lately,5,2,2
latency,6,2,3
latent,5,2,2
later,4,2,2
lateral,7,1,3
latest,6,2,2
latex,6,1,2
lath,3,1,1
lathe,3,1,1
lather,4,1,2
lathered,5,2,2
lathes,4,2,1
Latin,4,1,2
Latinize,6,2,3
latitude,7,2,3
latitudes,8,3,3
latrine,6,1,2
latter,4,1,2
lattice,5,1,2
laud,3,1,1
laudably,7,3,3
laudanum,6,1,2
lauder,4,1,2
laugh,3,1,1
laughable,6,2,3
laughed,4,2,1
laughing,5,2,2
laughingly,7,3,3
laughingstock,9,3,3
laughingstocks,10,4,3
laughs,4,2,1
laughter,5,1,2
launch,4,1,1
launched,5,2,1
launcher,5,2,2
launches,6,2,2
launching,6,2,2
launchings,7,3,2
launder,5,1,2
laundered,6,2,2
laundering,7,2,3
launderings,8,3,3
laundromat,9,2,3
laundry,6,2,2
Laura,4,1,2
laureate,6,1,2
laurel,5,1,2
laurels,6,2,2
Lauren,5,1,2
Laurence,6,1,2
Laurentian,7,1,3
Laurie,4,1,2
lava,4,1,2
lavatory,8,1,4
lavender,7,1,3
lavish,5,1,2
lavished,6,2,2
lavishing,7,2,3
lavishly,7,2,3
law,2,1,1
lawful,4,2,2
lawless,5,2,2
lawmakers,7,4,3
lawmaking,7,3,3
lawman,5,2,2
lawmen,5,2,2
lawn,3,1,1
lawns,4,2,1
Lawrence,6,1,2
Lawrence's,8,2,3
laws,3,2,1
lawsuit,5,2,2
lawsuits,6,3,2
lawyer,4,2,2
lawyers,5,3,2
lawyer's,5,3,2
lax,4,1,1
laxative,8,2,3
laxness,7,2,2
lay,2,1,1
layer,3,1,1
layered,4,2,1
layering,5,2,2
layers,4,3,1
laying,4,2,2
layman's,6,3,2
laymen,5,2,2
laymen's,6,3,2
layoff,4,2,2
layoffs,5,3,2
layout,4,2,2
layover,5,2,3
lays,3,2,1
Lazarus,7,1,3
laze,3,1,1
lazily,6,3,3
lazy,4,2,2
lazybones,8,4,3
leach,3,1,1
leaches,5,NA,2
lead,3,1,1
leaded,5,2,2
leaden,4,2,2
leader,4,2,2
leaderless,7,3,3
leaders,5,3,2
leader's,5,3,2
leadership,7,3,3
leading,5,2,2
leadings,6,3,2
leads,4,2,1
leaf,3,1,1
leafed,4,2,1
leafhopper,7,NA,3
leafiest,7,3,3
leaflet,6,2,2
leaflets,7,3,2
leafy,4,2,2
league,3,1,1
leagued,4,2,1
leagues,4,2,1
league's,4,2,1
leak,3,1,1
leakage,5,2,2
leaked,4,2,1
leaks,4,2,1
leaky,4,2,2
lean,3,1,1
leaned,4,2,1
leaning,5,2,2
leans,4,2,1
leap,3,1,1
leaped,4,2,1
leapfrog,7,2,2
leaping,5,2,2
leaps,4,2,1
leapt,4,2,1
learn,3,1,1
learned,4,2,1
learners,5,3,2
learning,5,2,2
learns,4,2,1
lease,3,1,1
leased,4,2,1
leaseholder,8,3,3
leases,5,2,2
leash,3,1,1
leashes,5,2,2
leasing,5,2,2
least,4,1,1
leather,4,1,2
leathered,5,2,2
leatherneck,7,2,3
leathers,5,2,2
leathery,5,2,3
leave,3,1,1
leaven,4,1,2
leavened,5,2,2
leavening,6,2,3
leaves,4,2,1
leaving,5,2,2
leavings,6,3,2
Lebanese,7,1,3
Lebanon,7,1,3
lecher,4,2,2
lecherous,6,3,3
lechery,5,3,3
lectern,6,1,2
lecture,5,2,2
lectured,6,3,2
lecturer,6,3,3
lectures,6,3,2
lecturing,7,3,3
led,3,1,1
ledge,3,1,1
ledger,4,2,2
ledgers,5,3,2
ledges,5,2,2
leech,3,1,1
leek,3,1,1
leer,3,1,1
leered,4,2,1
leering,5,2,2
Jordan,5,1,2
Jose,4,1,2
Joseph,5,1,2
Joseph's,6,2,2
josh,3,1,1
Joshua,5,1,2
Josiah,5,1,2
joss,3,1,1
jostle,4,1,2
jot,3,1,1
jotted,5,2,2
jotting,5,2,2
joule,3,1,1
journal,4,2,2
journalism,7,3,4
journalist,7,3,3
journalists,8,4,3
journals,5,3,2
journey,4,1,2
journeyed,5,2,2
journeyman,7,2,3
journeys,5,2,2
journey's,5,2,2
joust,4,1,1
jovial,6,1,2
joviality,9,2,5
Jovian,6,NA,3
jowl,3,1,1
jowls,4,2,1
joy,2,1,1
Joyce,3,1,1
joyful,4,2,2
joyfully,5,3,3
joyous,4,2,1
joyously,6,3,2
joyride,5,2,2
joys,3,2,1
joystick,6,2,2
Juan,4,1,1
Juanita,7,1,3
Juanita's,8,2,3
jubilant,8,2,3
jubilation,8,3,4
jubilee,6,2,3
Judah,4,1,2
Judaic,6,2,3
Judaism,7,2,4
Judas,5,1,2
Jude,3,1,1
Judea,5,1,2
judge,3,1,1
judged,4,2,1
judgement,7,2,2
judges,5,2,2
judge's,5,2,2
judgeship,6,2,2
judging,5,2,2
judgment,7,2,2
judicial,6,2,3
judiciaries,10,3,5
judiciary,9,2,5
judicious,7,2,3
Judith,5,1,2
judo,4,1,2
Judy,4,2,2
jug,3,1,1
juggernaut,7,1,3
juggle,4,1,2
juggling,6,2,3
jugular,7,1,3
juice,3,1,1
juices,5,2,2
juiciest,7,3,3
juicy,4,2,2
jujitsu,7,NA,3
juke,3,NA,1
jukebox,7,2,2
julep,5,1,2
juleps,6,2,2
Julia,5,1,2
Julian,6,1,2
Julie,4,1,2
Juliet,6,1,3
Julius,6,1,2
July,4,1,2
jumble,5,1,2
jumbled,6,2,2
jumbo,5,1,2
jump,4,1,1
jumped,5,2,1
jumper,5,2,2
jumping,6,2,2
